Employee_ID, Computer_OS, Computer_OS_version, Computer_tickets, Mobile_OS, Mobile_OS_version, Mobile_tickets
EID_23060,Windows,8,1,Android,8,1
EID_22373,Linux,ubuntu,0,iOS,12,0
EID_24269,Windows,10,0,Android,8,1
EID_15105,Windows,10,8,,,1
EID_2670,Windows,8,2,Android,7,1
EID_17492,Windows,7,1,Android,8,0
EID_16699,Windows,10,0,Android,7,0
EID_24736,Windows,10,0,Android,9,0
EID_4703,MacOS,Catalina,0,iOS,13,0
EID_8237,Windows,7,3,,,1
EID_4625,Windows,10,3,Android,8,0
EID_19279,Windows,7,5,Android,10,3
EID_11662,Windows,7,1,Android,9,0
EID_5537,Windows,8,2,Android,8,0
EID_13748,Windows,8,0,Android,10,0
EID_24744,Windows,8,4,Android,8,0
EID_25920,Windows,10,3,Android,10,0
EID_16660,Windows,8,4,Android,8,0
EID_8814,MacOS,Mojave,0,iOS,13,0
EID_21861,Windows,10,3,Android,8,2
EID_23081,Windows,10,4,Android,10,0
EID_18210,Windows,10,0,Android,7,0
EID_12665,MacOS,Catalina,2,iOS,11,0
EID_19574,Windows,7,6,Android,7,1
EID_25549,Windows,8,0,Android,10,0
EID_5966,Windows,7,2,Android,8,0
EID_20810,Windows,8,3,Android,9,0
EID_13658,Windows,10,1,Android,10,0
EID_6088,Windows,10,4,Android,10,1
EID_11393,MacOS,Big Sur,3,iOS,13,0
EID_24823,MacOS,High Sierra,3,iOS,13,0
EID_22999,Windows,10,3,Android,10,0
EID_13514,Windows,10,2,Android,8,0
EID_23382,Windows,10,2,Android,8,0
EID_12477,Windows,10,1,Android,7,1
EID_6359,MacOS,Mojave,0,iOS,13,0
EID_4538,Windows,10,1,Android,7,0
EID_7602,Windows,10,1,Android,8,1
EID_20918,Windows,10,6,Android,10,0
EID_22286,Windows,10,4,Android,8,2
EID_13079,Windows,10,1,Android,7,2
EID_23452,MacOS,Catalina,0,iOS,13,1
EID_3838,Windows,10,2,Android,7,0
EID_24872,Windows,7,1,Android,8,0
EID_2578,MacOS,High Sierra,0,iOS,12,0
EID_12489,Windows,10,2,Android,9,0
EID_5965,Linux,ubuntu,0,Android,10,0
EID_23653,Windows,8,5,Android,7,3
EID_5941,Windows,10,0,Android,7,0
EID_1885,MacOS,Catalina,1,iOS,11,0
EID_3806,Windows,10,6,Android,10,2
EID_18958,Windows,8,5,Android,10,0
EID_18449,Windows,10,1,Android,8,0
EID_14925,Windows,10,5,Android,8,0
EID_20859,Windows,10,6,Android,10,1
EID_24627,Windows,10,3,Android,7,1
EID_18680,Windows,7,2,Android,8,0
EID_8449,Windows,7,3,Android,8,2
EID_15331,Windows,10,1,Android,7,1
EID_16197,Linux,ubuntu,1,Android,10,0
EID_23025,Windows,10,5,Android,7,4
EID_7856,MacOS,Big Sur,0,iOS,13,0
EID_6642,MacOS,High Sierra,0,iOS,13,0
EID_5991,Linux,ubuntu,0,Android,9,0
EID_11159,Windows,8,2,Android,7,0
EID_19414,Windows,8,1,Android,8,0
EID_17904,MacOS,Catalina,1,iOS,12,0
EID_6259,Linux,ubuntu,0,Android,9,0
EID_5737,Windows,8,2,iOS,11,2
EID_24952,Windows,10,4,Android,7,1
EID_3746,Windows,10,7,iOS,12,0
EID_13260,MacOS,Catalina,1,iOS,12,0
EID_10977,Windows,10,1,Android,8,0
EID_12717,MacOS,Catalina,2,iOS,12,0
EID_21084,Windows,8,3,Android,8,1
EID_4159,Windows,8,7,Android,8,1
EID_15550,MacOS,Mojave,0,iOS,11,0
EID_18773,Windows,10,3,Android,8,0
EID_22106,Windows,8,6,Android,10,1
EID_4347,MacOS,High Sierra,1,,,0
EID_3495,MacOS,Catalina,0,iOS,13,0
EID_17862,Windows,10,2,Android,7,0
EID_23057,Windows,8,0,Android,10,0
EID_4124,Windows,10,1,Android,7,0
EID_7253,Windows,10,2,Android,10,1
EID_11016,MacOS,Mojave,1,iOS,11,0
EID_5271,Windows,7,5,Android,10,0
EID_25660,Windows,10,1,Android,8,1
EID_6599,Windows,10,2,Android,10,0
EID_23502,Windows,10,0,Android,8,0
EID_1658,Windows,8,8,Android,7,3
EID_6423,Windows,10,2,Android,10,0
EID_16333,Windows,10,4,Android,8,0
EID_21157,MacOS,Catalina,4,Android,7,0
EID_24995,,,1,Android,7,1
EID_7127,Linux,ubuntu,0,Android,10,0
EID_11031,Windows,10,0,Android,8,0
EID_12664,MacOS,High Sierra,2,iOS,12,0
EID_8618,Windows,10,4,Android,10,0
EID_16771,Windows,10,0,Android,8,0
EID_16497,Windows,7,2,Android,10,0
EID_21613,Windows,10,1,Android,7,1
EID_20791,,,2,Android,8,1
EID_22527,Windows,10,1,Android,7,1
EID_24783,Windows,7,4,Android,10,2
EID_6788,Windows,10,1,iOS,13,0
EID_14037,MacOS,Mojave,2,iOS,13,0
EID_12094,Linux,ubuntu,0,Android,9,0
EID_15556,Windows,7,0,Android,10,0
EID_8652,Windows,7,6,Android,10,0
EID_17307,Windows,10,0,Android,8,0
EID_6307,Windows,8,8,Android,7,0
EID_17653,Windows,7,3,Android,10,1
EID_10160,MacOS,Mojave,1,Android,8,0
EID_1579,MacOS,Big Sur,0,iOS,,0
EID_3561,Windows,10,0,Android,8,0
EID_10727,Windows,10,1,iOS,13,0
EID_12645,Windows,8,3,Android,7,2
EID_22898,Windows,7,1,Android,9,0
EID_8276,MacOS,High Sierra,0,iOS,12,0
EID_17970,Windows,7,2,Android,10,0
EID_12208,Windows,10,0,Android,10,1
EID_8413,MacOS,Mojave,0,iOS,12,0
EID_4450,Windows,7,2,Android,8,1
EID_19698,MacOS,Catalina,1,iOS,12,0
EID_13130,,,1,Android,8,0
EID_17447,Windows,10,4,Android,9,0
EID_22663,Windows,7,1,Android,7,1
EID_23257,MacOS,Big Sur,2,iOS,13,0
EID_10796,Windows,10,0,Android,7,0
EID_1750,Windows,8,1,Android,8,0
EID_1640,MacOS,Mojave,1,iOS,12,0
EID_23045,Windows,10,1,Android,10,0
EID_8750,Windows,8,0,Android,8,0
EID_24928,Windows,7,0,Android,9,1
EID_5473,Windows,7,2,Android,8,1
EID_15192,Windows,10,2,Android,10,0
EID_13061,Windows,7,2,iOS,13,0
EID_21307,Windows,10,2,Android,8,0
EID_10955,Windows,10,4,Android,8,0
EID_4198,Windows,10,2,Android,7,0
EID_6083,Windows,10,3,Android,8,1
EID_11195,Windows,10,2,Android,9,0
EID_2348,Linux,ubuntu,0,Android,8,0
EID_3071,Windows,10,1,Android,10,1
EID_5632,Windows,10,3,Android,10,0
EID_14988,Windows,8,3,Android,8,1
EID_2775,Windows,8,3,Android,7,3
EID_14815,MacOS,Mojave,0,iOS,11,0
EID_4213,MacOS,Catalina,2,iOS,13,0
EID_17040,Windows,10,1,Android,8,0
EID_3941,Windows,10,3,Android,9,1
EID_24324,Windows,8,5,Android,7,0
EID_18422,Windows,8,2,Android,7,1
EID_18937,Windows,10,8,Android,10,0
EID_19262,MacOS,Mojave,2,iOS,13,1
EID_1621,MacOS,Catalina,2,Android,8,0
EID_1966,Windows,10,3,Android,8,0
EID_12025,Windows,8,1,Android,10,0
EID_2294,Windows,10,11,Android,7,0
EID_11568,Windows,7,0,Android,8,0
EID_15595,Windows,10,0,Android,8,0
EID_14708,Windows,8,2,Android,10,1
EID_21325,Linux,ubuntu,1,Android,9,0
EID_14863,Windows,8,1,Android,8,1
EID_25072,Windows,8,3,Android,8,1
EID_17097,Windows,10,11,iOS,13,7
EID_11103,Windows,10,0,Android,8,1
EID_17081,Windows,10,2,Android,7,0
EID_23457,Windows,8,2,Android,8,1
EID_2126,Windows,10,0,Android,8,1
EID_9367,Windows,8,11,Android,8,1
EID_5864,Windows,8,3,Android,8,2
EID_12579,MacOS,High Sierra,0,iOS,12,0
EID_16782,Windows,10,2,Android,9,1
EID_2915,Windows,10,6,Android,10,1
EID_21349,Windows,10,2,Android,7,1
EID_10144,Windows,10,5,iOS,12,0
EID_21756,Windows,10,3,Android,8,4
EID_6867,Windows,8,2,iOS,11,0
EID_19605,MacOS,Mojave,3,iOS,13,0
EID_19664,Windows,7,0,Android,8,0
EID_20677,MacOS,Mojave,0,iOS,11,0
EID_16995,Windows,10,6,iOS,13,1
EID_18948,Windows,8,5,Android,8,2
EID_7107,Windows,8,4,Android,9,0
EID_3733,Linux,mint,0,Android,10,0
EID_1419,MacOS,Mojave,1,iOS,13,0
EID_23485,Windows,10,1,Android,7,0
EID_5322,Windows,7,3,Android,8,1
EID_14624,Windows,10,6,Android,10,1
EID_3670,Windows,8,1,,,1
EID_25675,MacOS,High Sierra,0,iOS,12,1
EID_14216,MacOS,High Sierra,1,Android,7,0
EID_1972,MacOS,Catalina,1,iOS,13,0
EID_4436,Linux,ubuntu,0,Android,8,0
EID_19613,Windows,10,8,Android,9,0
EID_22074,Windows,10,7,Android,8,0
EID_10638,Windows,10,3,Android,8,0
EID_1743,MacOS,,1,iOS,13,0
EID_23189,Windows,7,2,Android,7,0
EID_4078,Windows,10,2,Android,8,0
EID_9456,Windows,10,1,Android,9,0
EID_7022,Windows,7,4,Android,10,1
EID_9196,Windows,7,6,Android,7,2
EID_19546,Windows,10,2,Android,10,0
EID_11207,Windows,8,0,Android,7,0
EID_7522,MacOS,Mojave,1,iOS,11,1
EID_22751,MacOS,Mojave,1,iOS,12,1
EID_4720,Windows,10,0,Android,8,0
EID_16551,Windows,10,3,Android,10,1
EID_18050,Windows,8,2,Android,8,1
EID_2919,Windows,7,14,Android,8,1
EID_1809,Windows,8,5,Android,10,0
EID_16523,Windows,7,2,Android,9,0
EID_19779,Windows,7,3,Android,8,1
EID_13593,Windows,10,4,Android,8,0
EID_20526,MacOS,Catalina,2,iOS,13,0
EID_18697,Windows,10,10,Android,8,2
EID_13391,Linux,ubuntu,2,Android,7,0
EID_8606,Windows,10,5,Android,7,1
EID_13730,Windows,10,3,Android,8,1
EID_17679,Linux,ubuntu,0,Android,10,0
EID_19447,Windows,10,3,Android,8,2
EID_14152,MacOS,Mojave,2,iOS,13,0
EID_17121,MacOS,Mojave,0,iOS,12,0
EID_17474,Windows,8,2,Android,8,3
EID_15048,Linux,ubuntu,0,Android,8,0
EID_5760,Linux,ubuntu,0,Android,7,0
EID_13995,MacOS,High Sierra,0,iOS,13,0
EID_11061,Windows,7,1,,,1
EID_5897,Windows,10,2,Android,9,0
EID_14535,Linux,ubuntu,1,Android,7,0
EID_25564,Windows,10,2,Android,8,0
EID_20460,Windows,10,2,Android,10,2
EID_5891,Windows,10,1,Android,7,0
EID_15961,Windows,10,6,Android,8,1
EID_4647,Windows,10,1,Android,9,1
EID_8658,MacOS,High Sierra,1,Android,9,1
EID_17019,Windows,10,2,Android,8,0
EID_11467,Windows,8,0,Android,7,0
EID_2018,Windows,7,5,Android,10,0
EID_2828,Windows,10,2,Android,7,1
EID_12491,MacOS,Mojave,2,iOS,12,0
EID_21281,Windows,8,1,Android,8,0
EID_14839,Windows,10,3,Android,10,0
EID_6086,,,2,Android,7,1
EID_4658,MacOS,Big Sur,2,iOS,11,1
EID_11056,Windows,8,5,Android,7,1
EID_12201,Windows,10,3,Android,9,0
EID_24513,Windows,10,2,iOS,12,0
EID_20886,Windows,8,2,Android,10,0
EID_7776,Windows,10,6,iOS,13,1
EID_15406,Windows,7,1,Android,7,0
EID_6476,Windows,8,1,Android,8,0
EID_13191,Windows,10,0,Android,7,0
EID_14055,MacOS,Mojave,0,iOS,13,0
EID_23725,Windows,10,1,Android,7,0
EID_14862,Windows,10,0,Android,8,0
EID_11427,Windows,8,1,Android,10,1
EID_17071,Windows,10,2,Android,10,0
EID_22614,Windows,8,11,iOS,13,4
EID_11896,Windows,8,1,Android,8,4
EID_17085,Windows,7,0,,,0
EID_6422,Windows,10,1,Android,10,0
EID_9155,Windows,8,11,iOS,13,0
EID_19699,Windows,8,1,Android,10,1
EID_7749,Windows,7,6,Android,8,0
EID_7811,Linux,ubuntu,1,Android,8,0
EID_13221,Windows,10,5,Android,8,0
EID_12595,Windows,10,0,Android,10,0
EID_9051,Windows,8,3,Android,8,1
EID_2420,Linux,ubuntu,2,Android,7,0
EID_18234,Windows,10,1,Android,8,0
EID_21418,Windows,8,0,Android,7,1
EID_14418,Linux,ubuntu,1,Android,7,0
EID_15002,Windows,10,5,Android,8,3
EID_22372,Windows,7,1,iOS,13,1
EID_22895,Windows,8,2,Android,10,1
EID_24899,Windows,10,1,Android,9,0
EID_1472,MacOS,Big Sur,1,iOS,12,0
EID_5717,Windows,10,2,Android,8,0
EID_11984,Windows,8,1,Android,8,0
EID_23629,Windows,10,0,Android,10,0
EID_11971,Windows,10,1,Android,8,0
EID_13351,Windows,7,4,Android,8,1
EID_3881,MacOS,High Sierra,0,iOS,13,0
EID_13752,Windows,10,8,Android,7,1
EID_1174,Windows,10,4,Android,10,1
EID_11806,Windows,8,2,Android,8,1
EID_17331,Windows,8,4,Android,10,0
EID_21912,Windows,10,0,Android,7,0
EID_19959,MacOS,Big Sur,0,iOS,11,0
EID_12515,Windows,8,9,Android,10,0
EID_12347,Windows,8,5,Android,8,1
EID_23783,Windows,7,0,Android,7,2
EID_4339,MacOS,Catalina,0,iOS,13,0
EID_17060,Windows,10,2,Android,8,0
EID_2122,MacOS,Mojave,1,Android,8,1
EID_5969,Windows,10,8,Android,10,4
EID_15346,Windows,10,3,Android,9,0
EID_16504,Windows,10,4,Android,10,0
EID_21228,MacOS,Mojave,0,iOS,13,0
EID_17973,Windows,10,0,Android,8,0
EID_14648,Windows,10,2,Android,8,0
EID_20534,Windows,10,1,Android,7,0
EID_16592,Windows,8,0,Android,8,0
EID_15981,Windows,8,2,Android,7,0
EID_6719,MacOS,Catalina,2,iOS,13,0
EID_7455,Windows,8,5,Android,10,1
EID_18027,Windows,8,1,iOS,13,1
EID_24465,Windows,10,0,iOS,11,0
EID_19891,Windows,8,3,Android,8,1
EID_14969,Windows,10,9,Android,7,0
EID_19073,Windows,10,1,Android,8,0
EID_10892,Windows,10,10,Android,7,2
EID_8544,Windows,8,1,iOS,11,0
EID_19125,,,1,iOS,13,0
EID_3206,Windows,10,1,Android,8,0
EID_16734,Windows,8,2,Android,7,1
EID_2147,Windows,7,2,Android,7,0
EID_22322,Windows,8,0,Android,10,0
EID_14676,Linux,ubuntu,1,Android,9,0
EID_1510,Windows,10,1,Android,8,0
EID_24602,Windows,10,4,iOS,12,2
EID_7125,Windows,10,0,Android,7,0
EID_5106,Windows,10,0,Android,9,0
EID_16946,MacOS,Big Sur,1,iOS,11,0
EID_8144,Windows,10,1,Android,8,0
EID_6896,Windows,7,2,Android,7,0
EID_1523,Windows,10,2,Android,8,0
EID_7408,Windows,8,0,Android,9,0
EID_8266,Windows,10,1,iOS,12,0
EID_7639,Windows,8,5,Android,10,0
EID_12981,Windows,10,1,Android,8,1
EID_10171,Windows,10,4,Android,7,0
EID_23106,Windows,10,0,Android,9,0
EID_19993,Windows,10,0,Android,7,0
EID_21714,Windows,10,2,iOS,,1
EID_5858,Windows,10,4,Android,8,0
EID_15212,MacOS,,1,iOS,13,1
EID_23297,MacOS,Catalina,2,iOS,13,0
EID_22778,MacOS,High Sierra,0,iOS,13,0
EID_19368,MacOS,Catalina,0,iOS,12,0
EID_15201,MacOS,Mojave,0,iOS,11,0
EID_5586,Linux,ubuntu,0,Android,8,0
EID_9505,Windows,10,4,Android,7,2
EID_20396,Windows,7,0,Android,7,0
EID_3438,MacOS,Mojave,1,iOS,11,0
EID_21530,MacOS,High Sierra,1,Android,7,0
EID_22862,Windows,8,0,Android,9,0
EID_2967,Windows,10,2,Android,8,1
EID_22148,Windows,7,4,Android,8,2
EID_5450,Linux,ubuntu,1,Android,10,0
EID_1732,Windows,10,5,Android,7,1
EID_12729,Windows,10,5,,,1
EID_15885,Windows,8,5,,,1
EID_10950,MacOS,Mojave,0,iOS,13,0
EID_25481,Windows,10,2,Android,7,3
EID_4039,Windows,8,2,Android,8,0
EID_22198,Windows,8,0,Android,10,1
EID_15871,Windows,8,4,iOS,13,2
EID_19433,Windows,10,12,Android,8,0
EID_13633,Windows,7,6,Android,10,1
EID_13560,Windows,10,1,Android,7,1
EID_18408,Linux,ubuntu,0,Android,8,0
EID_10404,Windows,10,5,Android,7,0
EID_1955,Windows,8,0,Android,10,1
EID_14146,MacOS,Mojave,1,iOS,11,0
EID_19758,Windows,10,21,Android,10,5
EID_18062,Windows,10,3,Android,8,0
EID_13797,Windows,10,0,Android,8,0
EID_21823,Windows,7,2,Android,7,0
EID_10641,Windows,8,5,Android,10,2
EID_14007,Windows,8,2,iOS,13,1
EID_19379,Windows,10,2,Android,10,1
EID_15541,Windows,7,4,Android,8,2
EID_22211,Windows,8,4,Android,7,1
EID_3332,MacOS,High Sierra,4,iOS,13,0
EID_10253,Windows,7,1,iOS,13,0
EID_10154,Windows,7,9,Android,8,0
EID_11290,Windows,8,0,Android,10,0
EID_7808,MacOS,Mojave,0,iOS,13,0
EID_15130,Windows,10,2,Android,8,0
EID_25689,Windows,8,2,Android,8,4
EID_5280,Windows,10,2,Android,8,0
EID_5370,Windows,10,1,Android,9,0
EID_15694,Windows,8,1,,,1
EID_18059,Windows,8,4,Android,10,0
EID_17559,Windows,10,1,Android,8,1
EID_5789,Windows,8,10,Android,10,0
EID_25398,Linux,ubuntu,1,Android,9,0
EID_17177,Windows,8,3,Android,8,3
EID_7987,Windows,10,1,Android,8,0
EID_1695,MacOS,Catalina,0,Android,10,0
EID_22659,Windows,7,1,Android,7,0
EID_10998,Windows,8,1,,,0
EID_22112,Windows,8,3,Android,8,0
EID_13425,MacOS,High Sierra,1,,,1
EID_6214,Windows,10,5,Android,9,2
EID_23119,Windows,10,5,Android,10,2
EID_10793,Windows,10,2,Android,8,0
EID_10205,Windows,10,12,Android,8,0
EID_3948,Windows,10,3,Android,7,0
EID_19963,Windows,10,0,Android,7,0
EID_3375,MacOS,Catalina,0,,,0
EID_7680,Linux,mint,1,Android,8,0
EID_11363,Windows,7,2,Android,7,0
EID_17650,Windows,8,3,Android,8,0
EID_13667,Windows,,0,Android,8,0
EID_9794,Windows,10,5,Android,9,1
EID_3160,Windows,10,4,Android,8,2
EID_15722,Windows,10,2,Android,8,0
EID_10698,MacOS,Mojave,0,iOS,11,2
EID_23542,Windows,10,1,Android,10,2
EID_9594,Windows,8,1,Android,8,0
EID_23732,Windows,10,1,iOS,13,0
EID_21664,Windows,10,3,iOS,13,0
EID_25412,Windows,10,6,Android,8,1
EID_24153,Windows,10,2,Android,10,0
EID_11008,MacOS,High Sierra,4,iOS,13,0
EID_2214,Windows,8,3,,,3
EID_17326,MacOS,Mojave,1,iOS,13,0
EID_21167,MacOS,High Sierra,1,Android,7,1
EID_6361,Windows,10,2,Android,8,0
EID_13742,Windows,7,0,Android,7,1
EID_22434,Linux,ubuntu,0,Android,7,1
EID_23173,Windows,10,3,Android,8,1
EID_12065,Windows,7,3,Android,10,0
EID_18364,Windows,10,6,Android,10,4
EID_12900,Windows,10,2,Android,8,0
EID_14174,Windows,8,1,Android,7,0
EID_13258,Windows,8,1,Android,10,0
EID_11171,Windows,8,2,Android,8,0
EID_9950,Windows,10,2,Android,9,0
EID_1473,,,6,Android,8,2
EID_22150,Linux,other,0,Android,7,0
EID_16855,Windows,10,2,Android,7,0
EID_25337,Windows,7,2,Android,9,0
EID_23545,Windows,10,0,Android,10,0
EID_20109,Windows,7,4,Android,9,2
EID_2734,MacOS,Catalina,0,iOS,12,0
EID_5395,MacOS,Catalina,2,iOS,13,0
EID_5775,Windows,8,1,Android,10,1
EID_21246,,,11,Android,7,5
EID_2886,Windows,10,2,iOS,13,0
EID_7465,Windows,10,1,Android,7,2
EID_21497,MacOS,Mojave,4,Android,8,1
EID_5438,Windows,7,3,Android,10,2
EID_13386,Windows,10,8,Android,9,0
EID_18458,Windows,7,3,Android,7,0
EID_18662,MacOS,Catalina,1,iOS,11,0
EID_21603,Windows,10,1,Android,10,1
EID_21669,Windows,8,4,Android,8,2
EID_1366,Windows,10,0,Android,8,0
EID_15959,Windows,10,1,Android,8,0
EID_17261,Windows,10,12,Android,8,2
EID_13490,MacOS,High Sierra,3,iOS,13,1
EID_2856,Windows,7,2,Android,8,0
EID_7271,MacOS,Mojave,1,iOS,11,0
EID_19124,Windows,10,1,Android,8,0
EID_21787,Windows,8,1,Android,7,0
EID_24810,Windows,10,2,Android,9,1
EID_3547,Linux,ubuntu,1,Android,9,0
EID_24986,Linux,ubuntu,0,Android,10,0
EID_25221,Windows,10,0,Android,7,0
EID_24383,Windows,7,1,Android,7,0
EID_13494,Windows,8,2,Android,8,0
EID_11573,MacOS,Big Sur,0,iOS,11,0
EID_12721,Windows,10,2,Android,10,1
EID_4558,Windows,,1,Android,10,0
EID_3360,MacOS,Mojave,1,Android,8,0
EID_3048,Windows,8,4,Android,9,0
EID_21293,Linux,ubuntu,1,Android,8,0
EID_10718,Windows,,4,Android,10,1
EID_7419,Windows,10,2,Android,9,0
EID_7290,Windows,10,5,Android,8,0
EID_10049,Windows,7,1,Android,8,0
EID_21505,Windows,10,1,Android,10,1
EID_1707,Windows,10,0,Android,7,1
EID_11347,MacOS,Mojave,1,iOS,11,0
EID_3788,Windows,7,10,Android,7,2
EID_24103,MacOS,Big Sur,4,iOS,11,0
EID_3199,Windows,,1,Android,8,1
EID_17628,MacOS,Mojave,1,iOS,13,0
EID_1862,Windows,8,1,Android,7,2
EID_23303,MacOS,Catalina,2,iOS,12,0
EID_14634,Windows,10,0,Android,7,0
EID_9582,Windows,7,1,Android,7,1
EID_12095,Linux,ubuntu,0,iOS,12,0
EID_3287,Windows,,1,Android,7,3
EID_23715,Linux,ubuntu,0,Android,9,0
EID_20376,Windows,10,4,Android,8,1
EID_18313,Windows,10,2,Android,10,1
EID_6698,Windows,8,0,Android,8,1
EID_17486,Windows,10,7,Android,7,1
EID_25459,Windows,10,1,Android,10,0
EID_13026,Linux,other,0,Android,10,0
EID_5913,Linux,ubuntu,1,Android,8,0
EID_8611,MacOS,Catalina,1,iOS,13,0
EID_25752,Windows,8,4,Android,8,1
EID_22800,Linux,ubuntu,0,iOS,11,0
EID_19584,Windows,7,1,Android,8,1
EID_19759,Windows,8,0,Android,7,0
EID_18920,Windows,8,0,iOS,13,0
EID_15317,,,9,Android,10,0
EID_24965,MacOS,Catalina,1,iOS,13,0
EID_24501,Linux,ubuntu,0,Android,10,0
EID_5094,Windows,10,2,Android,8,0
EID_19847,Windows,7,7,Android,8,0
EID_19915,MacOS,Mojave,3,iOS,12,1
EID_10964,MacOS,Catalina,1,iOS,13,0
EID_25519,Windows,10,5,Android,10,0
EID_8537,Windows,8,2,Android,9,0
EID_23020,Windows,10,1,Android,10,0
EID_9616,Windows,10,1,Android,9,0
EID_13020,Windows,10,0,Android,9,0
EID_12414,Windows,10,11,Android,10,4
EID_2161,Windows,10,2,Android,10,0
EID_4309,Windows,10,3,Android,10,0
EID_22989,Windows,10,1,Android,10,1
EID_16562,Windows,8,1,Android,8,0
EID_11954,Windows,8,4,Android,8,3
EID_25229,Windows,10,1,Android,10,1
EID_24048,Windows,8,0,Android,9,0
EID_7677,,,2,Android,8,0
EID_18448,Windows,10,1,Android,7,0
EID_7898,Windows,8,2,Android,8,0
EID_21597,Windows,10,6,Android,8,1
EID_9057,Windows,7,0,Android,10,0
EID_13881,Windows,10,2,Android,10,1
EID_19129,Windows,8,5,Android,7,0
EID_25015,Windows,7,1,Android,8,2
EID_18082,Windows,7,1,Android,8,0
EID_11361,Windows,7,7,Android,9,1
EID_4944,Windows,7,0,Android,7,0
EID_2094,Windows,10,3,iOS,11,2
EID_5000,Windows,10,6,Android,7,2
EID_18591,Windows,10,4,Android,8,1
EID_6631,Windows,10,3,Android,8,1
EID_6747,Windows,10,1,Android,7,0
EID_22057,Windows,10,2,Android,9,1
EID_8432,Windows,8,8,iOS,13,1
EID_3145,Windows,10,1,Android,9,0
EID_6103,Windows,8,2,Android,8,1
EID_2489,MacOS,,3,iOS,13,1
EID_11589,Windows,8,3,Android,10,1
EID_11326,Windows,10,1,Android,9,1
EID_5708,Windows,10,4,Android,7,0
EID_24477,Windows,10,4,Android,8,3
EID_7164,,,3,Android,7,0
EID_18888,Windows,10,4,Android,8,1
EID_12786,MacOS,Catalina,2,iOS,13,0
EID_13453,Windows,10,3,Android,7,0
EID_20823,Windows,8,1,iOS,11,0
EID_24709,Windows,10,3,Android,9,1
EID_19602,Windows,8,5,Android,7,0
EID_16167,Windows,10,2,Android,9,1
EID_7007,Windows,8,4,Android,8,0
EID_23840,Windows,10,1,Android,7,0
EID_14811,MacOS,Catalina,2,iOS,12,0
EID_14864,MacOS,Mojave,3,iOS,12,1
EID_19438,Windows,10,1,Android,8,1
EID_22998,Windows,10,9,Android,7,1
EID_9643,Windows,10,10,Android,9,1
EID_8356,Windows,10,3,Android,7,1
EID_23079,Windows,8,1,Android,9,0
EID_10350,MacOS,,1,iOS,11,0
EID_15044,Windows,7,6,iOS,13,1
EID_3015,Windows,7,2,Android,8,1
EID_1882,Windows,8,2,Android,7,0
EID_4931,Windows,8,0,Android,10,0
EID_2898,Windows,8,7,Android,8,0
EID_23534,Windows,10,1,Android,8,0
EID_6835,MacOS,High Sierra,0,Android,9,1
EID_12748,Windows,10,1,Android,8,1
EID_15622,Linux,ubuntu,1,Android,7,0
EID_22042,Windows,7,5,Android,8,1
EID_12937,MacOS,Mojave,0,iOS,13,0
EID_7350,Windows,8,1,Android,8,0
EID_1254,,,2,Android,10,0
EID_15431,Windows,8,1,Android,8,1
EID_5167,,,2,Android,7,3
EID_8454,MacOS,Mojave,1,iOS,11,0
EID_8450,MacOS,Catalina,0,iOS,11,0
EID_7839,MacOS,Big Sur,0,Android,9,0
EID_19057,Windows,10,1,Android,8,1
EID_10347,Windows,7,11,Android,7,0
EID_24337,MacOS,Mojave,3,Android,9,2
EID_17355,MacOS,High Sierra,0,iOS,11,0
EID_5288,Windows,8,1,Android,8,0
EID_17812,Windows,10,3,Android,8,0
EID_20118,Windows,7,3,Android,8,1
EID_8840,Windows,10,1,iOS,11,0
EID_14943,Windows,10,0,Android,8,0
EID_5741,Windows,8,2,Android,8,1
EID_6951,Windows,10,6,Android,9,0
EID_15439,MacOS,Catalina,1,iOS,12,0
EID_3198,Windows,7,6,Android,10,0
EID_21541,Linux,ubuntu,0,Android,10,0
EID_16712,Windows,10,0,Android,7,2
EID_13086,Windows,10,8,Android,9,3
EID_20463,Windows,,3,Android,7,3
EID_11373,Windows,7,5,Android,10,0
EID_18412,Windows,7,0,Android,7,0
EID_5406,Windows,10,8,Android,8,0
EID_11774,Windows,8,2,Android,8,1
EID_4992,Windows,7,3,Android,8,0
EID_23251,Windows,10,5,Android,8,0
EID_21690,Windows,10,5,Android,9,0
EID_9341,MacOS,Catalina,0,Android,9,0
EID_14492,Windows,,0,Android,10,0
EID_5460,Windows,8,11,Android,8,0
EID_3067,Windows,10,0,Android,10,0
EID_10685,,,2,Android,8,1
EID_5164,,,11,Android,8,3
EID_15300,Windows,10,2,Android,7,0
EID_5679,Windows,10,1,Android,8,0
EID_3010,Windows,7,0,Android,10,0
EID_11130,Windows,,0,Android,8,0
EID_21131,MacOS,Catalina,1,iOS,12,0
EID_12861,Windows,10,1,Android,8,1
EID_18401,Windows,8,2,Android,8,1
EID_6576,Windows,10,1,Android,7,0
EID_23578,MacOS,Mojave,1,iOS,13,0
EID_16441,Windows,10,3,Android,8,0
EID_5374,MacOS,Catalina,1,iOS,13,0
EID_2566,Windows,7,3,Android,8,1
EID_14745,Windows,10,6,iOS,13,1
EID_22929,Windows,8,4,Android,7,0
EID_8504,Windows,7,4,Android,10,0
EID_17853,Windows,10,2,Android,8,1
EID_18907,Windows,10,7,Android,9,2
EID_22556,Windows,8,7,Android,8,0
